說明,文章編號,永久連結,貼文訊息,類型,國家／地區,語言,已發佈,廣告受眾目標設定,like,comment,share
,127628276929_10157216958456930,https://www.facebook.com/cwgroup/posts/10157216958456930,把快樂建立在瞬息即逝的事物上，是沒有效益的策略，就算你得到你一直想要的東西，快樂卻只持續很短暫的時間。  聽起來很沮喪嗎？14世紀的西藏聖者無著賢大師這樣說：,Link,,,10/17/20, ,50,1,17
,127628276929_10157216643141930,https://www.facebook.com/cwgroup/posts/10157216643141930,【超市都買的到！這5種抗老食物必吃】  不少好萊塢女星，都已經4、50歲，肌膚依舊少皺紋又光滑，她們保養皮膚的方法，其實超簡單！這些食物不僅抗老化，還有抗發炎效果。,Link,,,10/17/20, ,66,2,19
,127628276929_10157216543431930,https://www.facebook.com/cwgroup/posts/10157216543431930,#廣編企劃 【具備珍稀的拍賣價值 - 慕赫2.81 1994】  「如果重回拍賣官的位子，我非常期待有機會能經手這款絕品珍釀，因為它具備了如藝術品般的珍稀拍賣價值。」  曾縱橫台灣五大拍賣公司長達11年的首席拍賣官陸潔民，與Mortlach慕赫2.81 1994單一麥芽威士忌極奢原酒相遇，會擦出什麼樣的火花？  #理性飲酒 #禁止酒駕未滿18歲禁止飲酒 #Mortlach #慕赫 #Mortlach1994 #藝級收藏 #極奢原酒,Link,,,10/17/20, ,3113,46,48
,127628276929_10157216450961930,https://www.facebook.com/cwgroup/posts/10157216450961930,"#3分鐘搶救爛英文【「曖昧」、「交往」的英文怎麼說？】  老外談戀愛和台灣人很不一樣。認識外國帥哥，問對方有沒有女朋友，對方回答 ""No, but I've been seeing a girl for a month.""   這是什麼意思？ 以下用 6 個常見單字和片語為你說明。  -- ▌升級《天下》LINE，12週獨家內容、影音、課程等你下載 https://maac.io/1ffCY",Link,,,10/17/20, ,16,2,2
,127628276929_10157216794686930,https://www.facebook.com/cwgroup/posts/10157216794686930,【直擊教育現場－不再只是照表操課，新課綱「校訂課程」是什麼？】  為達到教改「適性揚才、終身學習」的願景，課程中增加了「校訂課程」強化學生的適性發展。除此之外，選修、必修課程比例也有所調整。什麼是校訂課程？與以往課程有何不同？  👉閱讀完整文章：https://bit.ly/3dvsm0o 👉深入了解108課綱素養教育：https://bit.ly/34zWfZE #108課綱 #素養教育 #2020天下教育特刊 #11月正式出刊 #現正預購中,Link,,,10/17/20, ,57,13,5
,127628276929_10157216930406930,https://www.facebook.com/cwgroup/posts/10157216930406930,【精選台北市四座特色公園】#親子 #公園  假日想去公園溜小孩又怕人擠人？盤點台北市四座好玩人潮又不多的特色公園，不只有老字號的二二八和平公園、台北花博共融公園，另外兩間都是空間寬廣、遊具新穎的特色公園，孩子們最愛的溜滑梯、鞦韆、沙坑一應俱全。  待一整天也不會膩，規劃一趟小旅行，享受親子時光吧！......→  文章來源： 微笑台灣319鄉+,Link,,,10/17/20, ,10,,3
,127628276929_10157216134411930,https://www.facebook.com/cwgroup/posts/10157216134411930,【企業衰敗主因：老闆在身邊放滿了唯命是從的人】 　 經濟學人指出，老闆行為失常，是企業衰敗主因。 　 老闆步向失常的最明顯跡象就是浮誇，具體行為包含：老闆在身邊放滿了唯命是從之人並打壓異議，試圖掌控所有的細節，而非建立強大的管理團隊。,Link,,,10/16/20, ,300,9,34
,127628276929_10157216921276930,https://www.facebook.com/cwgroup/posts/10157216921276930,#Off學【自然就是美．不只是一句口號】  在東京六本木長大、在歐洲為時尚集團擔任採購，最終在台灣山林找到生活與創作的力量，花藝師嶺貴子相信，每株花都有自己的高度，讓想長高的長比較高，喜歡在低處的在低處，自然就是最美的樣貌。  --------------------------------------------- 【給最懂生活的你，歡迎訂閱 Off學電子報】 https://bit.ly/2X9AYSK,Link,,,10/16/20, ,77,,3
,127628276929_10157216777996930,https://www.facebook.com/cwgroup/posts/10157216777996930,【謝震廷：黑暗裡，換我給你力量】　 #活著固然很辛苦_但請一定要好好活著。 　 還記得星光弟弟嗎？ 謝震廷爆紅後 同學的霸凌及雙親離異等種種因素， 致使19歲處於青少年時期的他， 陷入憂鬱的泥淖中。 　　 #儘管傷害我吧_我會活得更好讓你跌破隱形眼鏡！ 　 3年後謝震廷透過創作找回了存在的意義， 並一舉拿下第27屆金曲新人獎。 這一路他是如何走過來的？ 讓我們來看看他的故事👉 -- 訂閱天下雜誌youtube，看盡天下事： https://bit.ly/30EMsQF 　 ＃天下雜誌video,Video,,,10/16/20, ,105,5,20
,127628276929_10157218578956930,https://www.facebook.com/cwgroup/posts/10157218578956930,#一週圖表【#藍色線，代表拜登領先；#紅色線，代表川普領先　BLM運動、川普確診後，誰變心了？】 　 美國大選進入最後倒數，川普民調穩定落後民主黨對手拜登，但別忘了，2016年川普的得票數，同樣輸給對手希拉蕊近300萬票，不過仍坐上總統寶座。 　 因為美國不同於台灣，採用「#贏者全拿」的選舉人團制，川普要力拚逆轉的可能，關鍵全在《天下》整理的三大觀戰重點： 　 📌#鐵鏽區：賓州、威斯康辛州、密西根州；原本民主黨大本營，2016年川普靠著賭爛票勝出，但疫情爆發後失業率飆升，會再翻盤嗎？  📌#南方州：喬治亞州、德州；共和黨鐵票區，隨著非白人人口遷入，民主黨逐漸縮短差距。強硬保守派的德州，拜登竟一度領先，簡直把川普選情送進加護病房？  📌#搖擺州：佛州、俄亥俄州；標準且歷史悠久的搖擺州，幾乎是川普的最後一道防線，守不住的話，拜登等於一支腳踏進白宮。 　 未來白宮誰入主，一次看懂50州民調擺盪！請看《天下》精心整理 >> https://bit.ly/31en2K1,Photo,,,10/16/20, ,41,2,2
,127628276929_10157216541701930,https://www.facebook.com/cwgroup/posts/10157216541701930,#廣編企劃【如何善用資產配置達到傳家又傳富？】  隨著全球CRS（共同申報與盡職審查準則）上路與國際間的反避稅風潮、洗錢防制嚴格， 臺商企業主與高資產客戶的海外資金去向也開始受到許多限制與關注，  該如何應對，才能傳家又傳富？  #中國信託 #理財 #CRS #財富規劃,Link,,,10/16/20, ,15,,2
,127628276929_10157216490146930,https://www.facebook.com/cwgroup/posts/10157216490146930,【美國經濟沒想像中的糟？】  今年6月，OECD預估美國GDP成長率低於-6%，結果到了9月大幅修正，為什麼美國經濟會好轉？美國的經濟復甦，主要歸功於以下3項因素：  🔥更多精彩內容，請看《台灣起跑　亞洲新熱點》https://bit.ly/33yzpCl,Link,,,10/16/20, ,51,,1
,127628276929_10157217245581930,https://www.facebook.com/cwgroup/posts/10157217245581930,【#天下一週】為你趕進度   📌 iPhone 12亮相：蘋果新機發表會10月13日推出了一系列搭載5G功能的iPhone，預計四款iPhone 12在接下來的購物季將達到800萬台的銷量。但是在蘋果發表會前一天蘋果股價大漲6%，但是等到當天，卻跌掉2.7%。  📌 台積電法說會Q3營收創新高：台積電15日舉辦線上法人說明會，第3季合併營收3564.3億元，超越財測目標，創下單季營收歷史新高。今年營收成長上調3成。  📌 康軒霸凌「吹哨者」：教科書商康軒員工，因舉報創辦人李萬吉未依防疫指揮中心規定居家檢疫，身分曝光後遭公司霸凌。雙方雖已和解，當事人已自願離職。  📌 泰國曼谷進入緊急狀態：泰國2020反政府的街頭學運抗爭，15日萬人包圍總理府，示威升級。《路透社》報導，泰國宣布曼谷進入緊急狀態，下令禁止曼谷進行5人以上集會。  🔥 更多新聞大事，點開圖卡，一次掌握。  ▌掌握趨勢、報導真相，立即加入《天下》Line http://bit.ly/2W44ZBq,Photo,,,10/16/20, ,116,1,4
,127628276929_10157214753706930,https://www.facebook.com/cwgroup/posts/10157214753706930,「你最在乎的價值是什麼？」Salesforce執行長貝尼奧夫在大會中，問了蘋果執行長庫克一個重要的問題。 　 從剛接手蘋果時備受質疑，到帶領蘋果至今走向近2兆美元的市值。他的成功源自什麼人生價值？ 　 👉 尋找個人價值，從模範身上學習。訂閱天下全閱讀 >> https://lihi1.com/aS8jS,Link,,,10/16/20, ,92,1,19
,127628276929_10157216925771930,https://www.facebook.com/cwgroup/posts/10157216925771930,【探訪住在山林裡的爺爺級砲台】#台北 #步道  光是走走步道、看看綠色植物不夠過癮，台北、新北、基隆這幾處步道、園區很有看頭，裡頭深藏著歷史古蹟，有爺爺級的老砲台、清代遺留下來的採石場、佛教石窟遺跡等等，邊爬山、散步，邊認識山林裡過往的曾經，運動健行還可以增廣見聞，選個假期來趟知性的步道之旅吧......→  文章來源：微笑台灣319鄉+,Link,,,10/16/20, ,21,,2
,127628276929_10157216954131930,https://www.facebook.com/cwgroup/posts/10157216954131930,【#Cheers ２０週年重磅名人：#陶晶瑩】 　 陶子強調，現在是個全球化的時代，有很多管道接觸世界的變化，從中了解自己喜歡什麼，對什麼有興趣。 　 要跳出你日常的軌跡，跳出你慣有的思考模式，才能探索你還不知道的新世界。 　 🎇 在《Cheers》20歲的時刻，邀請20位精彩人物一起來共襄盛舉 >>>https://cheerssocial.pse.is/wpuuz,Link,,,10/16/20, ,28,,2
,127628276929_10157217012481930,https://www.facebook.com/cwgroup/posts/10157217012481930,#企業突圍【又到了年底績效評估的日子了嗎？】 　 研究證實，現有的績效評估大部分都不可靠、缺乏效益，但又會占去大量時間，讓許多員工感到頭痛甚至痛恨。 　 比起做這麼多無謂的績效評估，不如只問這3個問題，反而更能有效了解員工的工作情形，並提高績效。 　 - 🔥訂閱「#企業突圍電子報」，立即掌握最新產業趨勢、經營管理心法 >> https://bit.ly/2LnMp3F,Link,,,10/16/20, ,15,,4
,127628276929_10157217356581930,https://www.facebook.com/cwgroup/posts/10157217356581930,【葉丙成：從員工能力、格局，去看他們是帥、是將、還是兵？】  你的員工是哈士奇，還是狼？  葉丙成說，「創業以來，我開始常常觀察身邊的員工、朋友、學生，從他們的能力、格局、膽識，去看誰可以是帥、是將、還是兵？」,Link,,,10/16/20, ,2175,118,779
,127628276929_10157210962826930,https://www.facebook.com/cwgroup/posts/10157210962826930,【八招教你消滅廁所怪味】  廁所臭味是個常見、且十分令人困擾的問題。針對廁所臭味，有一個觀念要先澄清：抽風機並不能解決臭味問題。  跟著家事達人這樣做，幫你找回浴室該有的清香。,Link,,,10/16/20, ,54,,10
,127628276929_10157216601876930,https://www.facebook.com/cwgroup/posts/10157216601876930,【直著排隊或橫著排隊有什麼差別？】  當你去到麥當勞及星巴克時，有注意過排隊的方向嗎？ 為什麼麥當勞排隊是排直的？而星巴克排隊是排橫的呢？  ▌升級《天下》LINE，自選頻道訂閱、打造你的專屬頭條 https://maac.io/1ffCR,Link,,,10/16/20, ,37,,8
,127628276929_10157216137076930,https://www.facebook.com/cwgroup/posts/10157216137076930,【一名編輯的驚人實驗：睡前不滑手機1個月，會發生什麼事？】 　 每天睡前，你也習慣先滑一下手機再睡嗎？如果在睡前遠離手機，持續一個月後，身體會發生什麼變化呢？  一位編輯的親身實驗，讓原本生活不能沒手機的她，產生五個意想不到的好結果⬇️⬇️,Link,,,10/16/20, ,65,1,36
,127628276929_10157216670101930,https://www.facebook.com/cwgroup/posts/10157216670101930,【我有亞斯，我是位精神科醫師...】　 Q：亞斯特質可以當精神科醫生？ 　 #台灣每十個人就有一人有亞斯特質卻不自知。 　 精神科醫師陳豐偉同時也是一位小說家。 在創作的過程中 他意外發現自己的亞斯特質， 進而開始研讀相關資料... 　 #我的孩子有亞斯特質怎麼辦？ 越早認清他的特質是越好的 適才適性，只要走對了路 孩子就會比別人優秀... -- 訂閱天下雜誌youtube，看盡天下事： https://bit.ly/30EMsQF 　 ＃天下雜誌video,Video,,,10/16/20, ,126,1,33
,127628276929_10157216101971930,https://www.facebook.com/cwgroup/posts/10157216101971930,【田秋堇：我後悔當年選擇救了我爸爸】  雖然父親已在多年前往生，但提起這些事仍猶如昨日，傷痛依舊。 「可是我一定要講，要讓正在掙扎做決定的人知道，不要為了一時不忍心，勉強留住所愛的人，」她說。,Link,,,10/16/20, ,255,10,37
,127628276929_10157216574286930,https://www.facebook.com/cwgroup/posts/10157216574286930,#夜間輕讀【別等到50歲才發現，你在職場上隨時可以被取代】  國立大學畢業後，她聽從父母的話，在公務機關找到穩定的約聘工作，一做18年。原本以為能做到退休，沒想到派遣公司送來一名20餘歲的年輕人，輕而易舉把她取代了。  此時的她已經42歲，更慘的是這18年來她並未學習到任何技能，因為工作內容從頭到尾只有一件事：「送公文！」,Link,,,10/16/20, ,1665,76,380
